Element name;Symbol;clasificacion;Possible hybridization;Z;Q;N;Complete electronic configuration;Special configuration;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[54.206035, 39.953981, 33.575117, 22.687547, 14.286912, 13.481918, 6.115775, 5.148299, 3.641403, 1.809534, 1.278811, 0.859631];[0.007747910423, -0.008791317189, -0.061711330114, 0.013936367550, 0.171326740491, 0.174357117313, 0.019632536937, -0.357926138928, -0.713871106077, 0.687291810700, 1.012821145341, 0.098356573364]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[50.718595, 41.198849, 24.082973, 19.047410, 13.627410, 6.013469, 5.462364, 4.087596, 1.841936, 1.059631, 0.859631];[-0.015086407326, -0.034426353590, 0.846676662399, 1.071935168431, 0.755025819336, 0.049211473677, -0.014617574989, 0.003917223997, -0.000727008556, 0.000945503041, -0.000439928358]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[50.718595, 41.198849, 24.082973, 19.047410, 13.627410, 6.013469, 5.462364, 4.087596, 1.841936, 1.059631, 0.859631];[0.009287485309, 0.020811109804, -0.401894395721, -0.491418836738, -0.733959962599, 1.579911086136, 1.066300362227, 0.444981655143, 0.007218891221, -0.003970377924, 0.001440544918]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;4;1;3;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[50.718595, 41.198849, 24.082973, 19.047410, 13.627410, 6.013469, 5.462364, 4.087596, 1.841936, 1.059631, 0.859631];[-0.001641637755, -0.003702605011, 0.066324209139, 0.078551795020, 0.133742208362, -0.327320536743, -0.137680199078, -0.298436684271, 0.374923181908, 1.183748647003, 0.342633597933]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[31.332509, 24.312793, 10.554143, 6.987846, 4.485271, 2.935044, 1.733242, 0.859631];[0.004502134705, 0.019752218721, 0.461953426292, 1.098935126340, 1.362695013875, 0.585511203941, 0.026001511833, -0.000079689397]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[56.828412, 41.684096, 34.728365, 23.727323, 14.086853, 14.072696, 6.512291, 5.392830, 3.949425, 1.993854, 1.411000, 0.897613];[0.016436131443, -0.029760710207, -1.384148937672, 0.035699700062, -0.094240787633, 0.042425841186, 0.017073093232, -0.024077551585, 0.001318047040, 0.000091075353, -0.000147078210, 0.000097156472]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[56.828412, 41.684096, 34.728365, 23.727323, 14.086853, 14.072696, 6.512291, 5.392830, 3.949425, 1.993854, 1.411000, 0.897613];[0.062867166859, -0.072488344567, -0.553946179589, 0.148405449915, 1.226351129804, 0.137585301949, -0.088983590137, 0.145457521744, -0.015172814468, 0.001632285294, -0.001326249479, 0.000710500894]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[56.828412, 41.684096, 34.728365, 23.727323, 14.086853, 14.072696, 6.512291, 5.392830, 3.949425, 1.993854, 1.411000, 0.897613];[-0.026295745557, 0.030720395530, 0.221241125333, -0.055576471681, -0.645984188178, -0.432118186573, 0.337100147166, 1.267080480400, 0.220852358024, -0.006288583448, 0.005990042965, -0.002771858582]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[56.828412, 41.684096, 34.728365, 23.727323, 14.086853, 14.072696, 6.512291, 5.392830, 3.949425, 1.993854, 1.411000, 0.897613];[0.007759648395, -0.009132142658, -0.065205568984, 0.014909770745, 0.199032315549, 0.159351887152, -0.014305194447, -0.259365070283, -0.865690608953, 0.726977188845, 1.034044531115, 0.090865908388]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[52.491766, 42.761369, 25.120026, 19.850208, 14.194446, 6.300767, 5.743780, 4.284076, 1.319656, 1.131217, 0.897613];[-0.015853832462, -0.035280490663, 0.831346530844, 1.065893746929, 0.774606305493, 0.054283632088, -0.017065595038, 0.004763767652, 0.001503986702, -0.001637973791, -0.000237845454]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[52.491766, 42.761369, 25.120026, 19.850208, 14.194446, 6.300767, 5.743780, 4.284076, 1.319656, 1.131217, 0.897613];[-0.009699244534, -0.021291209793, 0.399305040114, 0.493797046329, 0.744568212777, -1.528011787364, -1.155613167330, -0.400949382578, 0.009361704848, -0.016206803934, 0.000851687584]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;4;1;4;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[52.491766, 42.761369, 25.120026, 19.850208, 14.194446, 6.300767, 5.743780, 4.284076, 1.319656, 1.131217, 0.897613];[-0.002118800000, -0.004667200000, 0.082509200000, 0.099365000000, 0.169966600000, -0.421585000000, -0.196419400000, -0.486190800000, -1.014003800000, 3.019481000000, 0.230821200000]
Selenium;Se;Non metal;sp2;34;0;34;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^4;No special;3F;-2399,867609593;0,3585;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[31.897983, 24.931347, 10.860020, 7.194093, 4.709428, 3.150997, 1.826977, 0.897613];[0.004863266814, 0.020308147134, 0.503086436728, 1.115700573811, 1.360063998862, 0.506035576874, 0.020132640723, -0.000189104204]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[58.508039, 43.044755, 35.835678, 24.607114, 14.767152, 14.754419, 6.850776, 5.703885, 4.364524, 2.073131, 1.496008, 0.956123];[0.018739461072, -0.031018794592, -1.384476045269, 0.035891467421, -0.094866577135, 0.040911077039, 0.014466839058, -0.020690651524, 0.001136744861, 0.000117803990, -0.000157401969, 0.000098712107]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[58.508039, 43.044755, 35.835678, 24.607114, 14.767152, 14.754419, 6.850776, 5.703885, 4.364524, 2.073131, 1.496008, 0.956123];[0.063667187471, -0.071708122944, -0.555007688289, 0.149899283701, 1.166183130950, 0.194605544256, -0.093814967930, 0.157055911433, -0.017132348780, 0.001032800165, -0.000906510893, 0.000472630173]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[58.508039, 43.044755, 35.835678, 24.607114, 14.767152, 14.754419, 6.850776, 5.703885, 4.364524, 2.073131, 1.496008, 0.956123];[-0.026745324049, 0.030605419967, 0.223590416902, -0.054888739626, -0.605880627083, -0.446363418366, 0.499495139061, 0.984620878380, 0.317948018576, -0.003149029339, 0.004600719561, -0.002012567321]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[58.508039, 43.044755, 35.835678, 24.607114, 14.767152, 14.754419, 6.850776, 5.703885, 4.364524, 2.073131, 1.496008, 0.956123];[0.008227470242, -0.009507757780, -0.068845471851, 0.014926458465, 0.197352936944, 0.172701214653, -0.044780648188, -0.071918840765, -1.059323739963, 0.878356588460, 0.929072266706, 0.059497378783]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[53.964914, 44.074427, 25.967586, 20.612559, 14.804998, 7.130435, 6.280038, 4.641256, 1.483284, 1.265163, 0.956123];[-0.015518742265, -0.033879627479, 0.823800387793, 1.045002048913, 0.788865520133, 0.062907305676, -0.014172502703, 0.004219735980, 0.001358731960, -0.001624256648, -0.000121739640]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[53.964914, 44.074427, 25.967586, 20.612559, 14.804998, 7.130435, 6.280038, 4.641256, 1.483284, 1.265163, 0.956123];[-0.009677933974, -0.020862549088, 0.400292919327, 0.486739086584, 0.750364440355, -1.201674842147, -1.409833950183, -0.483967243991, 0.013661049244, -0.023596179641, 0.000594491161]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;4;1;5;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[53.964914, 44.074427, 25.967586, 20.612559, 14.804998, 7.130435, 6.280038, 4.641256, 1.483284, 1.265163, 0.956123];[-0.002561192261, -0.005536951526, 0.099673400917, 0.117618740864, 0.208139021122, -0.416980838410, -0.308370097393, -0.625690504080, -1.131131756928, 3.371366423497, 0.312006614745]
Bromine;Br;Non metal;sp3;35;0;35;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^5;No special;4F;-2572,44133138;0,4353;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[32.846999, 25.721481, 11.166998, 7.375640, 4.935945, 3.345405, 1.916340, 0.956123];[0.004978689948, 0.020584213973, 0.546871016983, 1.135015449532, 1.346374182643, 0.437134922531, 0.015104619244, -0.000006640783]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[60.777807, 44.499723, 36.979014, 25.529164, 15.429937, 15.427470, 7.202997, 6.034988, 4.750173, 2.188877, 1.592153, 1.023901];[0.021037699533, -0.033151428644, -1.383649154599, 0.036641849137, -0.097505499642, 0.041173979340, 0.013505880942, -0.019377695653, 0.000899864090, 0.000153442172, -0.000189363196, 0.000116531198]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[60.777807, 44.499723, 36.979014, 25.529164, 15.429937, 15.427470, 7.202997, 6.034988, 4.750173, 2.188877, 1.592153, 1.023901];[0.062224123952, -0.071843887446, -0.552518813841, 0.150321992135, 1.112313615039, 0.245173861449, -0.096816494795, 0.166500595288, -0.018971674939, 0.000775696139, -0.000767635122, 0.000410546197]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[60.777807, 44.499723, 36.979014, 25.529164, 15.429937, 15.427470, 7.202997, 6.034988, 4.750173, 2.188877, 1.592153, 1.023901];[-0.026254591943, 0.030842300739, 0.224410236504, -0.054383582541, -0.569043192210, -0.456910905957, 0.646740792434, 0.694195435626, 0.438193648037, -0.000710359472, 0.003550100306, -0.001476863223]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;4;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[60.777807, 44.499723, 36.979014, 25.529164, 15.429937, 15.427470, 7.202997, 6.034988, 4.750173, 2.188877, 1.592153, 1.023901];[0.008368608755, -0.009939375759, -0.071712931270, 0.015052040630, 0.193660991018, 0.183863036615, -0.072601340230, 0.136268527701, -1.278298588062, 0.960850069716, 0.878742103077, 0.047907332954]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[55.423460, 45.348388, 26.746410, 21.299661, 15.365217, 8.075067, 6.762676, 4.956675, 1.641161, 1.395473, 1.023901];[-0.015219169670, -0.032809445411, 0.821820465234, 1.033548234876, 0.787210644862, 0.070274635976, -0.008550433845, 0.002979069425, 0.000921008143, -0.001134603649, -0.000041641326]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[55.423460, 45.348388, 26.746410, 21.299661, 15.365217, 8.075067, 6.762676, 4.956675, 1.641161, 1.395473, 1.023901];[-0.009678178923, -0.020595554706, 0.405657056915, 0.487986856659, 0.759892220608, -0.972588763443, -1.604280569689, -0.540728779903, 0.013913101739, -0.022186743243, 0.001162037934]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;4;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[55.423460, 45.348388, 26.746410, 21.299661, 15.365217, 8.075067, 6.762676, 4.956675, 1.641161, 1.395473, 1.023901];[-0.002970496211, -0.006328746648, 0.117118187919, 0.136691570555, 0.246763066382, -0.407986276711, -0.430856427592, -0.761533133787, -1.232765725554, 3.729991614343, 0.352600374239]
Krypton;Kr;Noble gas;sp3;36;0;36;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6;Noble gas;7S;-2752,054975504;0,5147;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[33.868162, 26.569736, 11.514091, 7.536640, 5.124374, 3.510570, 2.025551, 1.023901];[0.004991339059, 0.020401434325, 0.582408693328, 1.189431291052, 1.315594469266, 0.360496490982, 0.012548233983, 0.000028460499]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;1;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[61.238288, 45.419154, 37.904166, 26.159754, 15.837093, 15.837028, 8.856530, 6.318787, 5.309624, 2.093831, 1.544223, 1.011039, 0.525141, 0.525102];[-0.020209394649, 0.030642189520, 1.386681794162, -0.034067697611, 0.091576692125, -0.037719621293, -0.006214195814, -0.003432862001, 0.012628927112, -0.000148633845, 0.000144532626, -0.000064629560, 0.000030405592, -0.000014566400]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;2;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[61.238288, 45.419154, 37.904166, 26.159754, 15.837093, 15.837028, 8.856530, 6.318787, 5.309624, 2.093831, 1.544223, 1.011039, 0.525141, 0.525102];[0.067214176507, -0.071095909893, -0.562387620343, 0.151070959637, 1.142099639668, 0.226742133247, -0.052442998691, -0.036419959029, 0.125443147146, 0.000054871486, -0.000296984848, 0.000181019336, -0.000097580736, 0.000047941840]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;3;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[61.238288, 45.419154, 37.904166, 26.159754, 15.837093, 15.837028, 8.856530, 6.318787, 5.309624, 2.093831, 1.544223, 1.011039, 0.525141, 0.525102];[-0.028620712654, 0.030775974123, 0.230628109274, -0.055364905332, -0.616139332265, -0.478153949298, 0.153596179374, -0.274793008878, 1.885377336875, -0.003331321468, 0.005623054545, -0.002322421512, 0.001030961687, -0.000491580634]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;4;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[61.238288, 45.419154, 37.904166, 26.159754, 15.837093, 15.837028, 8.856530, 6.318787, 5.309624, 2.093831, 1.544223, 1.011039, 0.525141, 0.525102];[0.009634612736, -0.010411157403, -0.077841001479, 0.016824898752, 0.223443621535, 0.201202143418, -0.070044159267, -0.176824495715, -1.054848461145, 1.681317633533, 0.199530684408, -0.002213385646, 0.000217081782, 0.000489317893]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;5;0;1;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[61.238288, 45.419154, 37.904166, 26.159754, 15.837093, 15.837028, 8.856530, 6.318787, 5.309624, 2.093831, 1.544223, 1.011039, 0.525141, 0.525102];[-0.001435600000, 0.001505200000, 0.011590500000, -0.002883800000, -0.033255300000, -0.029442900000, 0.014094000000, 0.034571400000, 0.163224600000, -0.298585300000, 0.003694300000, -0.364402000000, 1.237659800000, 0.034465700000]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[58.153213, 47.226370, 27.305393, 21.943275, 15.955742, 9.305393, 7.290585, 5.311460, 1.664002, 1.475167, 0.525102];[-0.011958163975, -0.027199868951, 0.820704967605, 1.010075754467, 0.775414392159, 0.089606253975, -0.002436997345, 0.001520398283, 0.000236865658, -0.000330926064, -0.000004164133]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[58.153213, 47.226370, 27.305393, 21.943275, 15.955742, 9.305393, 7.290585, 5.311460, 1.664002, 1.475167, 0.525102];[-0.008135000385, -0.018200443636, 0.414619249986, 0.485852126348, 0.776605823970, -0.785679223875, -1.724019221735, -0.639078732463, 0.012058348106, -0.018740801073, -0.000017146428]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;4;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[58.153213, 47.226370, 27.305393, 21.943275, 15.955742, 9.305393, 7.290585, 5.311460, 1.664002, 1.475167, 0.525102];[-0.002878640346, -0.006458814554, 0.134490214123, 0.151445337174, 0.289154915666, -0.391431155335, -0.520491585546, -0.881350169504, -1.447377279470, 4.304395979230, 0.006058078032]
Rubidium;Rb;Alkali metal;Likely without hybridisation;37;0;37;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^1;Half orbital;6S;-2938,357452181;0,1537;5;0;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[35.762583, 27.863840, 11.927910, 7.697962, 5.232765, 3.513352, 1.532313, 0.525102];[0.004458495273, 0.019317721770, 0.604338456446, 1.291069424872, 1.297716848742, 0.247672116167, 0.001798387305, -0.000085065269]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;1;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[63.847506, 47.274210, 39.188703, 27.364721, 16.734172, 16.730882, 9.349486, 6.986214, 5.834851, 4.333246, 2.286303, 1.569080, 0.645727, 0.597422];[-0.025108654693, 0.034403149068, 1.384438710031, -0.037850718890, 0.102133513525, -0.040584535128, -0.005581900931, -0.002362302335, 0.011980227351, -0.000929703996, 0.000089095454, -0.000031678384, 0.000006222540, -0.000002969848]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;2;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[63.847506, 47.274210, 39.188703, 27.364721, 16.734172, 16.730882, 9.349486, 6.986214, 5.834851, 4.333246, 2.286303, 1.569080, 0.645727, 0.597422];[0.064269783870, -0.068699807854, -0.554963564826, 0.151262019890, 1.028021536974, 0.332299740650, -0.052297051851, -0.033497345281, 0.136251839981, -0.004866450289, 0.000089661140, -0.000057982756, 0.000009899495, -0.000004666905]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;3;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[63.847506, 47.274210, 39.188703, 27.364721, 16.734172, 16.730882, 9.349486, 6.986214, 5.834851, 4.333246, 2.286303, 1.569080, 0.645727, 0.597422];[-0.027300261451, 0.029862675004, 0.228923557667, -0.052135690084, -0.555902178367, -0.511787483345, 0.295403050229, -0.073713194933, 1.550610642087, 0.002566656194, 0.005430580080, -0.000796909342, 0.000143684098, -0.000065902352]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;4;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[63.847506, 47.274210, 39.188703, 27.364721, 16.734172, 16.730882, 9.349486, 6.986214, 5.834851, 4.333246, 2.286303, 1.569080, 0.645727, 0.597422];[0.009640552433, -0.010647048226, -0.081269479418, 0.015827171083, 0.211420684934, 0.224542041209, -0.104898301040, -0.193340105961, -0.730063144259, -0.463887645724, 1.955772786791, 0.076016524562, -0.001602445388, 0.000628335086]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;5;0;2;[1, 3, 1, 4, 2, 3, 4, 4, 2, 2, 2, 2, 2, 3];[63.847506, 47.274210, 39.188703, 27.364721, 16.734172, 16.730882, 9.349486, 6.986214, 5.834851, 4.333246, 2.286303, 1.569080, 0.645727, 0.597422];[-0.002476005105, 0.002777515437, 0.020940118797, -0.003543312081, -0.055987017878, -0.061629588571, 0.022014213997, 0.088282564474, 0.253586735088, 0.034864889796, -0.383774710157, -0.583647492826, 1.608339263968, 0.119634406359]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;2;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[59.272426, 48.379341, 28.210855, 22.663072, 16.507289, 9.969782, 7.589743, 5.520342, 1.729602, 1.558351, 0.597422];[-0.012825773242, -0.028135574033, 0.814937154108, 1.005417314874, 0.773927551885, 0.100396991138, -0.000659647588, 0.001028050845, 0.000148194129, -0.000215065199, -0.000002449490]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;3;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[59.272426, 48.379341, 28.210855, 22.663072, 16.507289, 9.969782, 7.589743, 5.520342, 1.729602, 1.558351, 0.597422];[-0.008952885010, -0.019424698609, 0.421624055803, 0.491606467652, 0.799894102750, -0.757622768361, -1.813008939141, -0.602342020148, 0.009308061023, -0.014515676216, -0.000060012499]
Strontium;Sr;Alkaline earth metal;Likely without hybridisation;38;0;38;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^6 5s^2;Full orbital;5D;-3131,545684546;0,2092;5;0;4;1;6;[2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2];[59.272426, 48.379341, 28.210855, 22.663072, 16.507289, 9.969782, 7.589743, 5.520342, 1.729602, 1.558351, 0.597422];[-0.003278397072, -0.007080005153, 0.146501287077, 0.166710067353, 0.316721228283, -0.406417623480, -0.625378246434, -0.973827960304, -2.047921374147, 4.947392915486, 0.005668609163]
